Name,OttoneuID,"FG MajorLeagueID","FG MinorLeagueID","MLB Org",Position(s),"Avg Salary","Median Salary","Min Salary","Max Salary","Last 10",Roster%
"Amed Rosario",18303,15518,sa732115,NYY,2B/3B,$1.67,$1.00,$1,$7,$1.20,8.392
"Jonny Deluca",37916,26365,sa3011644,TBR,OF,$1.67,$1.00,$1,$3,$1.30,2.098
"Hayden Birdsong",42552,31635,sa3020409,SFG,SP/RP,$1.67,$1.00,$1,$3,$1.30,4.196
"Josh Ekness",44442,33785,sa3023204,MIA,RP,$1.67,$1.00,$1,$3,$1.40,2.098
"Gavin Stone",38562,27792,sa3014810,LAD,RP,$1.67,$1.00,$1,$3,$1.30,4.196
"Connor Phillips",38343,27649,sa3014433,CIN,RP,$1.67,$1.00,$1,$3,$1.20,4.196
"Nick Mears",35865,25376,sa3008594,KCR,RP,$1.67,$1.00,$1,$3,$1.20,2.098
"Rainiel Rodriguez",45018,,sa3023987,"STL A+",C,$1.65,$1.00,$1,$5,$1.60,53.846
"Foster Griffin",20917,16432,sa828674,WSN,SP,$1.65,$1.00,$1,$5,$2.90,25.874
"Brooks Raley",4970,10061,sa501562,NYM,RP,$1.64,$1.00,$1,$5,$1.50,70.629
"Anthony Eyanson",47653,,sa3031104,"BOS AA",SP,$1.64,$1.00,$1,$6,$1.90,9.79
"Andrew Nardi",37639,25942,sa3011234,MIA,RP,$1.64,$1.00,$1,$4,$1.80,9.79
"Calvin Faucher",26384,20116,sa3004013,MIA,RP,$1.61,$1.00,$1,$5,$1.70,30.769
"Bryce Rainer",45797,,sa3066592,"DET A+",SS,$1.61,$1.00,$1,$6,$1.10,41.259
"Justin Martinez",34132,24453,sa3005864,ARI,RP,$1.61,$1.00,$1,$5,$1.40,42.657
"Joel Peguero",32455,21951,sa917689,SFG,RP,$1.60,$1.00,$1,$3,$1.40,3.497
"Chris Martin",18455,11847,sa596330,TEX,RP,$1.60,$1.00,$1,$4,$1.70,6.993
"Thomas Saggese",38402,27883,sa3014503,STL,2B/SS/3B/OF,$1.60,$1.00,$1,$3,$1.60,3.497
"Tanner McDougal",40578,,sa3017471,"CHW AAA",SP,$1.60,$2.00,$1,$2,$1.50,6.993
"Sean Murphy",31687,19352,sa873680,ATL,C,$1.59,$1.00,$1,$5,$1.30,20.28
"Eduard Bazardo",22527,20997,sa873313,SEA,RP,$1.59,$1.00,$1,$7,$2.20,20.28
"Javier Baez",18123,12979,sa597757,DET,2B/SS/3B/OF,$1.58,$1.00,$1,$6,$1.30,16.783
"Curtis Mead",35725,23986,sa3008392,WSN,1B/2B/3B,$1.58,$1.00,$1,$3,$1.40,13.287
"Justin Sterner",38613,27694,sa3014864,ATH,RP,$1.57,$1.00,$1,$7,$1.20,32.867
"Caleb Kilian",38006,26213,sa3011773,SFG,RP,$1.57,$1.00,$1,$6,$1.70,32.867
"Ralphy Velazquez",44310,,sa3023013,"CLE AA",1B,$1.57,$1.00,$1,$5,$1.50,37.762
"Jake Bennett",42754,31959,sa3020737,BOS,SP/RP,$1.57,$1.00,$1,$5,$1.50,4.895
"Tyler Phillips",22968,20629,sa875646,MIA,RP,$1.56,$1.00,$1,$5,$1.80,6.294
"Jack Kochanowicz",38430,27688,sa3014539,LAA,SP,$1.55,$1.00,$1,$6,$1.70,26.573
"A.J. Minter",23679,18655,sa659284,"NYM AAA",RP,$1.55,$1.00,$1,$4,$1.40,27.972
"Kody Clemens",35487,20572,sa3008002,MIN,1B/2B/OF,$1.55,$1.00,$1,$3,$1.20,21.678
"A.J. Puk",23660,19343,sa738675,ARI,RP,$1.55,$1.00,$1,$5,$1.70,51.049
"Andrew Benintendi",18491,17901,sa738659,CHW,OF,$1.54,$1.00,$1,$6,$1.30,24.476
"Bo Naylor",33676,21865,sa3008247,CLE,C,$1.53,$1.00,$1,$5,$1.00,13.287
"Braydon Fisher",35436,24609,sa3007929,TOR,RP,$1.51,$1.00,$1,$4,$1.50,32.867
"Gus Varland",33668,24737,sa3007779,WSN,RP,$1.51,$1.00,$1,$4,$2.00,37.063
"Kahlil Watson",40263,,sa3017513,"CLE AAA",OF,$1.50,$1.50,$1,$2,$1.10,1.399
"Trey Gibson",44473,33794,sa3023250,BAL,SP/RP,$1.50,$1.00,$1,$4,$1.10,8.392
"Ty Madden",40964,30140,sa3018141,DET,SP/RP,$1.50,$1.50,$1,$2,$2.00,1.399
"LuJames Groover",44218,,sa3022887,"ARI AAA",3B,$1.50,$1.50,$1,$2,$1.00,1.399
"Ryan Bergert",40554,29863,sa3017418,"KCR AAA",SP,$1.50,$1.50,$1,$2,$1.60,1.399
"Kendry Rojas",40077,29423,sa3016746,"MIN AAA",SP/RP,$1.50,$1.50,$1,$2,$1.30,1.399
"Gavin Collyer",37987,26349,sa3011742,TEX,RP,$1.50,$1.50,$1,$2,$1.20,1.399
"Max Anderson",44020,,sa3022567,"DET AAA",2B/3B,$1.50,$1.50,$1,$2,$1.00,1.399
"Ty Johnson",44568,,sa3023410,"TBR AAA",SP/RP,$1.50,$1.50,$1,$2,$1.40,1.399
"Pavin Smith",23808,19892,sa829595,ARI,1B,$1.50,$1.00,$1,$3,$1.50,2.797
"Hector Rodriguez",39400,,sa3015828,"CIN AAA",OF,$1.50,$1.00,$1,$3,$1.50,8.392
"Jake Irvin",35618,21504,sa3008223,WSN,SP,$1.50,$1.00,$1,$7,$1.00,8.392
"Mike Tauchman",19369,15274,sa737856,NYM,OF,$1.50,$1.50,$1,$2,$1.20,1.399
"Tylor Megill",35473,21318,sa3007988,NYM,SP,$1.50,$1.00,$1,$5,$1.20,6.993
"Taylor Clarke",22692,17611,sa874810,ARI,RP,$1.50,$1.50,$1,$2,$1.20,1.399
"Jonny Farmelo",44538,,sa3023362,"SEA A+",OF,$1.50,$1.50,$1,$2,$1.43,1.399
"Blaze Alexander",35300,23789,sa3007742,BAL,2B/3B/OF,$1.50,$1.50,$1,$2,$1.30,1.399
"Kirby Yates",6175,9073,sa505235,"LAA ST",RP,$1.48,$1.00,$1,$5,$1.40,49.65
"Shawn Armstrong",18558,12857,sa598951,CLE,RP,$1.48,$1.00,$1,$4,$1.50,29.371
"Yennier Cano",37946,25911,sa3011688,BAL,RP,$1.47,$1.00,$1,$5,$1.40,39.86
"Jonathan Loaisiga",19197,19753,sa737372,ARI,RP,$1.47,$1.00,$1,$3,$1.20,10.49
"Tyler Bremner",47554,,sa3027644,"LAA A+",SP,$1.46,$1.00,$1,$3,$1.00,18.182
"Jake Bauers",18522,15194,sa737848,MIL,1B/OF/RP,$1.46,$1.00,$1,$5,$1.10,34.965
"Miguel Amaya",32321,21693,sa917354,CHC,C,$1.45,$1.00,$1,$5,$1.30,7.692
"Yoan Moncada",18425,17232,sa864590,LAA,3B,$1.45,$1.00,$1,$3,$1.20,7.692
"Cooper Pratt",44202,,sa3022867,"MIL AAA",SS,$1.44,$1.00,$1,$3,$1.00,6.294
"Gary Sanchez",14078,11442,sa549555,MIL,C,$1.44,$1.00,$1,$5,$1.30,41.259
"Gage Wood",47920,,sa3045536,"PHI A",SP,$1.43,$1.00,$1,$4,$1.30,4.895
"Pedro Ramirez",39406,,sa3015834,"CHC AAA",2B/3B,$1.42,$1.00,$1,$3,$1.70,18.182
"Colin Rea",18524,12317,sa578060,CHC,SP/RP,$1.42,$1.00,$1,$4,$1.10,18.182
"Eduardo Rodriguez",13335,13164,sa548722,ARI,SP,$1.41,$1.00,$1,$3,$1.70,20.28
"Enyel De Los Santos",23339,18403,sa877528,HOU,RP,$1.41,$1.00,$1,$4,$1.20,11.888
"Max Scherzer",4514,3137,sa326473,TOR,SP,$1.40,$1.00,$1,$4,$1.00,6.993
"Blade Tidwell",42376,31701,sa3020177,"SFG AAA",SP/RP,$1.40,$1.00,$1,$3,$1.70,3.497
"Angel Genao",39279,,sa3015706,"CLE AAA",SS,$1.40,$1.00,$1,$3,$1.50,3.497
"Ryan Zeferjahn",37622,25420,sa3011217,LAA,RP,$1.39,$1.00,$1,$4,$2.00,28.671
"Davis Schneider",26734,23565,sa3004518,TOR,2B/OF,$1.38,$1.00,$1,$3,$1.00,9.091
"Justin Slaten",37007,25648,sa3010309,"BOS AAA",RP,$1.36,$1.00,$1,$3,$1.50,15.385
"Yohendrick Pinango",36477,26664,sa3009539,TOR,OF,$1.36,$1.00,$1,$3,$1.40,7.692
"Ryan Clifford",42354,,sa3020126,"NYM AAA",1B/OF,$1.36,$1.00,$1,$3,$1.30,9.79
"Kyle Isbel",33686,21614,sa3006861,KCR,OF,$1.34,$1.00,$1,$4,$1.10,24.476
"Trevor McDonald",38056,26448,sa3011835,SFG,SP/RP,$1.33,$1.00,$1,$3,$1.10,4.196
"Ethan Conrad",47546,,sa3029266,,Util,$1.33,$1.00,$1,$3,$1.10,6.294
"Scott Barlow",28784,14993,sa597976,ATH,RP,$1.33,$1.00,$1,$2,$1.20,2.098
"Josuar Gonzalez",46099,,sa3067675,"SFG CPX",SS,$1.33,$1.00,$1,$4,$1.40,23.077
"Michael Conforto",18365,16376,sa709038,CHC,OF,$1.33,$1.00,$1,$2,$1.30,2.098
"Lane Thomas",21041,16939,sa828962,KCR,OF,$1.33,$1.00,$1,$3,$1.40,4.196
"Tommy Troy",44014,,sa3022561,"ARI AAA",2B/OF,$1.33,$1.00,$1,$3,$1.20,6.294
"Rhys Hoskins",20350,16472,sa827179,CLE,1B,$1.33,$1.00,$1,$4,$1.20,6.294
"Kyle Hurt",39868,27514,sa3016453,LAD,RP,$1.33,$1.00,$1,$3,$1.30,6.294
"Emil Morales",44918,,sa3023887,"LAD A",SS,$1.33,$1.00,$1,$2,$1.30,4.196
"Andrew McCutchen",3435,9847,sa290131,TEX,OF,$1.33,$1.00,$1,$3,$1.20,4.196
"Blaze Jordan",38316,,sa3014537,"STL AAA",1B/3B,$1.33,$1.00,$1,$2,$1.50,2.098
"Tyler Alexander",19575,17735,sa738285,TEX,SP/RP,$1.33,$1.00,$1,$3,$1.40,12.587
"DL Hall",27165,22207,sa3005282,MIL,RP,$1.33,$1.00,$1,$3,$1.30,4.196
"Christian Encarnacion-Strand",40748,30011,sa3017756,"BAL AAA",1B/3B,$1.33,$1.00,$1,$2,$1.30,2.098
"Jefferson Rojas",41322,,sa3018571,"CHC AA",2B/SS,$1.33,$1.00,$1,$2,$1.20,2.098
"Shelby Miller",6289,10197,sa500730,CHC,RP,$1.33,$1.00,$1,$3,$1.40,4.196
"Felix Reyes",39264,28763,sa3015688,PHI,OF,$1.33,$1.00,$1,$2,$1.10,2.098
"Anthony Kay",33684,20387,sa738470,CHW,SP,$1.30,$1.00,$1,$3,$1.00,6.993
"Mason Fluharty",42445,31553,sa3020261,TOR,RP,$1.30,$1.00,$1,$4,$1.20,6.993
"Will Klein",38386,27787,sa3014487,LAD,RP,$1.29,$1.00,$1,$2,$1.20,4.895
"Alek Thomas",33681,23792,sa3006892,ARI,OF,$1.29,$1.00,$1,$3,$1.00,4.895
"Mike Sirota",46289,,sa3042374,"LAD A+",OF,$1.29,$1.00,$1,$2,$1.20,9.79
"Brody Hopkins",44639,,sa3023515,"TBR AAA",SP,$1.27,$1.00,$1,$3,$1.40,23.077
"Kevin Ginkel",31509,19876,sa829213,ARI,RP,$1.26,$1.00,$1,$7,$1.20,32.168
"Grant Wolfram",35677,21623,sa3008313,BAL,RP,$1.26,$1.00,$1,$3,$1.00,30.07
"Javier Sanoja",39140,28253,sa3015564,MIA,2B/SS/3B/OF/RP,$1.25,$1.00,$1,$2,$1.20,2.797
"Daniel Susac",42178,31441,sa3019997,SFG,C,$1.25,$1.00,$1,$2,$1.17,2.797
"George Valera",33605,22541,sa3006872,"CLE AAA",OF,$1.25,$1.00,$1,$3,$1.60,8.392
"Kai-Wei Teng",35018,24282,sa3007229,HOU,SP/RP,$1.25,$1.00,$1,$2,$1.50,2.797
"Kyle Karros",44012,33252,sa3022559,COL,3B,$1.25,$1.00,$1,$2,$1.90,2.797
"Angel Zerpa",25903,22717,sa3002993,MIL,RP,$1.25,$1.00,$1,$2,$1.20,2.797
"Brock Burke",20985,17968,sa828798,CIN,RP,$1.25,$1.00,$1,$2,$1.20,2.797
"Riley Cornelio",42815,31953,sa3020830,"WSN AAA",SP/RP,$1.25,$1.00,$1,$2,$1.17,2.797
"Elian Peña",46343,,sa3067674,"NYM A",SS,$1.25,$1.00,$1,$2,$1.00,2.797
"Victor Vodnik",35817,24614,sa3008527,COL,RP,$1.24,$1.00,$1,$3,$1.10,17.483
"Luis Rengifo",20291,19858,sa826671,MIL,2B/3B/OF,$1.24,$1.00,$1,$3,$1.10,17.483
"Taylor Rogers",23675,13449,sa503168,MIN,RP,$1.24,$1.00,$1,$3,$1.10,11.888
"Nick Yorke",38436,27504,sa3014546,"PIT AAA",2B/3B/OF,$1.24,$1.00,$1,$3,$1.70,11.888
"Nick Fortes",34653,21538,sa3006714,TBR,C,$1.22,$1.00,$1,$3,$1.00,6.294
"Ronny Cruz",46500,,sa3067336,"WSN A+",SS,$1.22,$1.00,$1,$2,$1.22,6.294
"Nasim Nunez",37304,25979,sa3010695,WSN,2B/SS,$1.22,$1.00,$1,$2,$1.30,6.294
"Grant Anderson",34646,20546,sa3006706,MIL,RP,$1.21,$1.00,$1,$2,$1.10,9.79
"JoJo Parker",47541,,sa3069248,"TOR A",Util,$1.20,$1.00,$1,$3,$1.00,10.49
"Jurrangelo Cijntje",45990,,sa3028930,"STL AA",SP,$1.20,$1.00,$1,$2,$1.10,3.497
"AJ Blubaugh",42340,31764,sa3020112,HOU,SP/RP,$1.20,$1.00,$1,$2,$2.00,3.497
"Randy Rodriguez",34389,23974,sa3006366,SFG,RP,$1.18,$1.00,$1,$3,$1.20,30.769
"Dax Kilby",48019,,sa3069080,"NYY A",Util,$1.18,$1.00,$1,$2,$1.10,7.692
"Robert Stephenson",18135,13594,sa597792,LAA,RP,$1.18,$1.00,$1,$3,$1.40,11.888
"Leody Taveras",23690,18900,sa912520,BAL,OF,$1.17,$1.00,$1,$2,$1.00,8.392
"Sam Bachman",40438,29754,sa3017261,LAA,RP,$1.17,$1.00,$1,$2,$1.10,4.196
"Sung Mun Song",48238,37122,sa3012529,SDP,2B/3B,$1.17,$1.00,$1,$2,$1.10,4.196
"Chase Silseth",40821,30074,sa3017871,LAA,SP/RP,$1.17,$1.00,$1,$2,$1.20,4.196
"Jack Wenninger",44501,,sa3023282,"NYM AAA",SP,$1.16,$1.00,$1,$3,$1.30,13.287
"Jacob Melton",42283,31661,sa3019988,"TBR AAA",OF,$1.14,$1.00,$1,$2,$1.50,4.895
"Brent Headrick",38093,27702,sa3011887,NYY,RP,$1.14,$1.00,$1,$2,$1.11,4.895
"Jared Koenig",38641,27517,sa3014906,MIL,RP,$1.13,$1.00,$1,$2,$1.40,10.49
"Tim Hill",21514,16814,sa829603,NYY,RP,$1.13,$1.00,$1,$2,$1.10,16.084
"Ryan Thompson",21321,16647,sa829336,ARI,RP,$1.13,$1.00,$1,$2,$1.20,5.594
"Tanner Houck",23811,19879,sa829037,BOS,SP,$1.11,$1.00,$1,$2,$1.10,6.294
"Tobias Myers",23850,22191,sa918088,NYM,SP/RP,$1.09,$1.00,$1,$2,$1.00,7.692
"Isaac Mattson",31933,20385,sa915667,PIT,RP,$1.09,$1.00,$1,$2,$1.10,7.692
"Stephen Kolek",35475,21487,sa3007990,KCR,SP,$1.08,$1.00,$1,$2,$1.10,8.392
"Hogan Harris",36808,21520,sa3009982,ATH,RP,$1.08,$1.00,$1,$2,$1.30,8.392
"Anthony Bender",32871,19742,sa918438,MIA,RP,$1.06,$1.00,$1,$2,$1.10,11.888
"Billy Carlson",48080,,sa3069250,"CHW A",SS,$1.00,$1.00,$1,$1,$1.00,0.699
"Matt Vierling",33666,21558,sa3006781,DET,OF,$1.00,$1.00,$1,$1,$1.80,0.699
"James Karinchak",31930,20151,sa915662,"ATL AAA",RP,$1.00,$1.00,$1,$1,$1.20,0.699
"Craig Yoho",44315,33248,sa3023032,"MIL AAA",RP,$1.00,$1.00,$1,$1,$1.30,0.699
"Jesus Tillero",42933,,sa3021010,"LAD A",SP/RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Michael Forret",44617,,sa3023479,"TBR AA",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Nolan Jones",23870,20529,sa917941,"CLE AAA",OF,$1.00,$1.00,$1,$1,$1.20,2.098
"Lazaro Estrada",33801,24914,sa3005471,TOR,SP/RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Justin Topa",30982,15145,sa658926,MIN,RP,$1.00,$1.00,$1,$1,$1.40,2.098
"Porter Hodge",37975,26413,sa3011729,CHC,RP,$1.00,$1.00,$1,$1,$1.50,0.699
"Jonathan Bowlan",34879,24607,sa3006973,PHI,RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Tommy White",45901,,sa3025383,"ATH AAA",3B,$1.00,$1.00,$1,$1,$1.17,1.399
"Drew Avans",34844,25183,sa3006937,"COL AAA",OF,$1.00,$1.00,$1,$1,$1.00,0.699
"Joc Pederson",14895,11899,sa549081,TEX,Util,$1.00,$1.00,$1,$1,$1.30,2.098
"Tim Mayza",18625,15042,sa708779,PHI,RP,$1.00,$1.00,$1,$1,$1.20,3.497
"Max Kepler",14131,12144,sa549507,FA,OF,$1.00,$1.00,$1,$1,$1.60,0.699
"Justin Lawrence",22920,17639,sa875567,PIT,RP,$1.00,$1.00,$1,$1,$1.40,2.797
"Michael Massey",37098,27684,sa1115910,KCR,2B/OF,$1.00,$1.00,$1,$1,$1.20,0.699
"Juan Sanchez",46435,,sa3067129,"TOR A",SS/3B,$1.00,$1.00,$1,$1,$1.00,0.699
"Mikey Romero",42413,,sa3020216,"BOS AAA",2B/SS/3B,$1.00,$1.00,$1,$1,$1.14,0.699
"Mason Englert",38727,22288,sa3015036,TBR,RP,$1.00,$1.00,$1,$1,$1.00,1.399
"Martin Perez",8147,6902,sa455689,ATL,SP,$1.00,$1.00,$1,$1,$1.20,0.699
"Josiah Hartshorn",48165,,sa3069285,"CHC A",Util,$1.00,$1.00,$1,$1,$1.00,2.098
"Nate Eaton",34973,25055,sa3007074,"BOS AAA",3B/OF,$1.00,$1.00,$1,$1,$1.10,0.699
"Enrique Bradfield Jr.",44242,,sa3022917,"BAL AAA",OF,$1.00,$1.00,$1,$1,$1.00,1.399
"Caden Scarborough",45665,,sa3025060,"TEX A+",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Ethan Pecko",44295,,sa3022997,"HOU AAA",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Chas McCormick",26504,19599,sa3004174,"CHC AAA",OF,$1.00,$1.00,$1,$1,$1.50,0.699
"Tyler Kinley",19470,18297,sa738149,ATL,RP,$1.00,$1.00,$1,$1,$1.00,5.594
"Victor Bericoto",36050,,sa3008767,"SFG AAA",1B/OF,$1.00,$1.00,$1,$1,$1.25,0.699
"Roldy Brito",44948,,sa3023917,"COL A",2B/OF,$1.00,$1.00,$1,$1,$1.00,0.699
"Justin Gonzales",44804,,sa3023757,"BOS A+",OF,$1.00,$1.00,$1,$1,$1.00,2.098
"Jahmai Jones",22689,18872,sa874807,DET,OF,$1.00,$1.00,$1,$1,$1.10,1.399
"Yanquiel Fernandez",39224,28552,sa3015648,"NYY AAA",OF,$1.00,$1.00,$1,$1,$1.40,0.699
"Brooks Baldwin",42219,31394,sa3019918,CHW,2B/SS/3B/OF,$1.00,$1.00,$1,$1,$1.20,3.497
"Cooper Criswell",35875,24975,sa3008606,SEA,SP/RP,$1.00,$1.00,$1,$1,$1.20,0.699
"Miguel Rojas",4475,7802,sa455627,LAD,2B/SS/3B,$1.00,$1.00,$1,$1,$1.00,0.699
"Eli White",31423,19346,sa738478,ATL,OF,$1.00,$1.00,$1,$1,$1.30,1.399
"Michael Grove",35888,23221,sa3008625,TBR,RP,$1.00,$1.00,$1,$1,$1.20,1.399
"Santiago Suarez",41861,,sa3019386,"TBR AA",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Carter Baumler",38379,30231,sa3014480,"TEX AAA",RP,$1.00,$1.00,$1,$1,$1.13,0.699
"Elvis Alvarado",33216,21662,sa919291,"ATH AAA",RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Kody Funderburk",35320,24993,sa3007780,MIN,RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Braiden Ward",40498,,sa3017332,"BOS AAA",OF,$1.00,$1.00,$1,$1,$1.00,0.699
"Ryan Johnson",46217,35325,sa3034809,"LAA A",SP/RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Devin Taylor",47883,,sa3043560,"ATH A+",OF,$1.00,$1.00,$1,$1,$1.88,0.699
"Sam Aldegheri",38802,26443,sa3015152,LAA,SP/RP,$1.00,$1.00,$1,$1,$5.40,0.699
"Dasan Hill",46406,,sa3067070,"MIN A+",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Abimelec Ortiz",40214,,sa3016926,"WSN AAA",1B/OF,$1.00,$1.00,$1,$1,$1.00,2.098
"Christopher Morel",26080,21897,sa3003171,MIA,OF,$1.00,$1.00,$1,$1,$1.00,6.294
"Patrick Sandoval",22876,19447,sa875337,BOS,RP,$1.00,$1.00,$1,$1,$1.10,0.699
"Andruw Monasterio",21742,19455,sa830359,BOS,1B/2B/SS/3B,$1.00,$1.00,$1,$1,$1.20,1.399
"James Outman",35094,24770,sa3007312,MIN,OF,$1.00,$1.00,$1,$1,$1.10,0.699
"Tyson Lewis",46371,,sa3066822,"CIN A",SS,$1.00,$1.00,$1,$1,$1.25,0.699
"Richard Fitts",40989,30160,sa3018182,"STL AAA",SP,$1.00,$1.00,$1,$1,$1.30,0.699
"Emmanuel Clase",22568,21032,sa873427,CLE,RP,$1.00,$1.00,$1,$1,$6.20,0.699
"Jordan Montgomery",21017,16511,sa828875,TEX,RP,$1.00,$1.00,$1,$1,$1.10,3.497
"Michael Lorenzen",18354,14843,sa548385,COL,SP,$1.00,$1.00,$1,$1,$2.70,0.699
"Gordon Graceffo",40167,29519,sa3016849,STL,RP,$1.00,$1.00,$1,$1,$1.20,0.699
"Erik Rivera",37432,,sa3010867,"BOS AA",RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Braden Nett",42497,,sa3020336,"ATH AAA",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Alek Manoah",37807,26410,sa3011725,"LAA ST",SP/RP,$1.00,$1.00,$1,$1,$1.10,0.699
"Miguel Sime Jr.",48149,,sa3069269,"WSN A",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Kevin Made",38445,,sa3014679,"WSN AA",2B/SS,$1.00,$1.00,$1,$1,$1.00,0.699
"Eloy Jimenez",21751,17484,sa830373,FA,OF,$1.00,$1.00,$1,$1,$1.50,0.699
"Craig Kimbrel",5677,6655,sa454499,NYM,RP,$1.00,$1.00,$1,$1,$2.10,0.699
"Eric Hartman",46395,,sa3067040,"ATL A+",2B/OF,$1.00,$1.00,$1,$1,$1.00,0.699
"Patrick Corbin",8520,9323,sa500846,TOR,SP,$1.00,$1.00,$1,$1,$5.90,0.699
"MJ Melendez",26472,22197,sa3004139,NYM,OF,$1.00,$1.00,$1,$1,$1.10,4.895
"Jhonny Level",44929,,sa3023898,"SFG A",SS,$1.00,$1.00,$1,$1,$1.00,2.098
"Sterlin Thompson",42292,,sa3019999,"COL AAA",OF,$1.00,$1.00,$1,$1,$1.00,0.699
"Michael Petersen",30725,20827,sa658475,MIA,RP,$1.00,$1.00,$1,$1,$1.11,4.196
"Xavier Neyens",48132,,sa3069252,"HOU A",Util,$1.00,$1.00,$1,$1,$1.00,0.699
"Lake Bachar",32612,19222,sa917993,MIA,RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Cody Bradford",38365,27597,sa3014463,TEX,RP,$1.00,$1.00,$1,$1,$1.20,4.196
"Tommy Nance",33232,19178,sa919392,TOR,RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Owen Murphy",42491,,sa3020330,"ATL AAA",SP,$1.00,$1.00,$1,$1,$1.20,0.699
"Brandon Williamson",37811,25463,sa3011494,CIN,SP,$1.00,$1.00,$1,$1,$1.10,2.098
"Hao-Yu  Lee",40817,30080,sa3017863,DET,2B/3B,$1.00,$1.00,$1,$1,$1.10,1.399
"William Bergolla",42102,,sa3019777,"CHW AAA",SS,$1.00,$1.00,$1,$1,$1.00,0.699
"Cole Sulser",19629,15256,sa738350,TBR,RP,$1.00,$1.00,$1,$1,$1.60,1.399
"Jake Fraley",31623,19260,sa857756,TBR,OF,$1.00,$1.00,$1,$1,$1.10,1.399
"Derek Law",18311,13133,sa502368,"ARI AAA",RP,$1.00,$1.00,$1,$1,$1.30,0.699
"Joe Jimenez",20103,15761,sa740519,ATL,RP,$1.00,$1.00,$1,$1,$1.20,2.098
"JT Quinn",47824,,sa3040345,"BAL A+",SP,$1.00,$1.00,$1,$1,$1.00,0.699
"Zack Kelly",26461,20349,sa3004118,BOS,RP,$1.00,$1.00,$1,$1,$2.20,1.399
"Matt Festa",32648,19330,sa918041,CLE,RP,$1.00,$1.00,$1,$1,$1.00,1.399
"Jose Siri",18943,17452,sa736940,"LAA AAA",OF,$1.00,$1.00,$1,$1,$1.20,0.699
"Drew Pomeranz",18095,11426,sa390654,LAA,RP,$1.00,$1.00,$1,$1,$1.10,2.098
"Coleman Crow",38793,27926,sa3015142,"MIL AAA",SP/RP,$1.00,$1.00,$1,$1,$1.20,1.399
"Dante Nori",45921,,sa3025411,"PHI AA",OF,$1.00,$1.00,$1,$1,$1.00,1.399
"Wandy Peralta",13361,14295,sa549195,SDP,RP,$1.00,$1.00,$1,$1,$1.10,1.399
"Brandon Young",38661,27819,sa3014926,BAL,SP,$1.00,$1.00,$1,$1,$1.20,1.399
"Juan Mejia",26068,23237,sa3003159,COL,RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Richard Lovelady",23828,19337,sa918199,WSN,RP,$1.00,$1.00,$1,$1,$1.40,0.699
"Jalen Beeks",20427,17192,sa827439,TEX,RP,$1.00,$1.00,$1,$1,$1.10,0.699
"Jeferson Quero",38989,28272,sa3015407,"MIL AAA",C,$1.00,$1.00,$1,$1,$1.50,1.399
"Cole Wilcox",38324,27481,sa3014443,"SEA AAA",RP,$1.00,$1.00,$1,$1,$1.00,0.699
"Ryan Yarbrough",19747,16502,sa738545,NYY,SP/RP,$1.00,$1.00,$1,$1,$1.90,0.699
"Cameron Cauley",40384,,sa3017167,"TEX AAA",2B/SS/OF,$1.00,$1.00,$1,$1,$1.00,0.699
"Ke'Bryan Hayes",18548,18577,sa874730,CIN,3B,$1.00,$1.00,$1,$1,$1.30,0.699
"Burch Smith",18231,12784,sa503824,DET,RP,$1.00,$1.00,$1,$1,$1.50,0.699
"Joey Loperfido",40301,29630,sa3017050,HOU,OF,$1.00,$1.00,$1,$1,$1.00,4.196
"Nathan Lukes",22782,18123,sa875215,TOR,OF,$1.00,$1.00,$1,$1,$1.10,0.699
"Christian Vazquez",5723,9774,sa455056,HOU,C,$1.00,$1.00,$1,$1,$1.20,1.399
"Bennett Sousa",35941,21345,sa913181,HOU,RP,$1.00,$1.00,$1,$1,$1.40,1.399
"Isiah Kiner-Falefa",19368,16512,sa737855,BOS,2B/SS/3B,$1.00,$1.00,$1,$1,$1.10,0.699
"Pedro Pages",37035,25782,sa3010339,STL,C,$1.00,$1.00,$1,$1,$1.20,2.797
"Ryan Mountcastle",22670,18373,sa874734,BAL,1B,$1.00,$1.00,$1,$1,$1.60,2.098
"Cole Henry",38351,27570,sa3014446,WSN,RP,$1.00,$1.00,$1,$1,$1.20,2.797
"Mike Vasil",40852,30105,sa3017915,CHW,RP,$1.00,$1.00,$1,$1,$1.20,2.098
